NAME|KEY|NUMBER|COVER|PAGES|PRINTED_PRICE|CURRENCY|RELEASE_DATE|SHORT_REVIEW|ISBN10|EDITION|VARIANT
The Legends of Luke Skywalker|1|1|/panini-manga-mx/the-legends-of-luke-skywalker/the-legends-of-luke-skywalker.jpg|212|249|MXN|2023-01-25|¿Quién es Luke Skywalker? Muchos han escuchado su nombre a lo largo de las galaxias, pero pocos conocen al legendario Jedi. Hay quienes lo consideran un criminal de guerra despiadado; otros dicen que ni siquiera es humano, ¡incluso que es un droide! Ya sea hombre o mito, todos los que afirman haberse cruzado con el escurridizo Luke Skywalker tienen una aventura inolvidable que contar. Star Wars: Las leyendas de Luke Skywalker combina la genialidad de los mangaka japoneses con mitos inspiradores sobre el icónico Caballero Jedi en la adaptación de la novela del best-seller Ken Liu.|978-6076366523|1|FALSE
