NAME|KEY|NUMBER|COVER|PAGES|PRINTED_PRICE|CURRENCY|RELEASE_DATE|SHORT_REVIEW|ISBN10|EDITION|VARIANT
Berserk: Guia Oficial|1|1|/panini-manga-mx/berserk-guia-oficial/berserk-guia-oficial.jpg|200|129|MXN|13-05-2019|¡Panini Manga trae para ti la exclusiva Guía Oficial de Berserk! Conoce al grupo del Espadachín Negro; descubre los secretos de la Nueva Banda del Halcón; familiarízate con los personajes del Mundo Material, y sueña con los seres del Mundo Astral. Además, disfruta de la guía ilustrada de apóstoles, demonios y otros seres no humanos; camina por Midland, ¡y aprende a hacer magia como Schierke con un instructivo fácil y rápido! Entérate de todos los secretos para realizar este manga y asómbrate con los bocetos inéditos que aparecen al final. ¡Conviértete en un experto de la obra del maestro Kentaro Miura!|978-6075487779|1|FALSE
