NAME|KEY|NUMBER|COVER|PAGES|PRINTED_PRICE|CURRENCY|RELEASE_DATE|SHORT_REVIEW|ISBN10|EDITION|VARIANT
21st Century Boys #1|1|1|/panini-manga-mx/21st-century-boys/21st-century-boys-01.jpg|194|99|MXN|2017-02-22|"Terminó la guerra. ""Amigo"" está muerto. Los humanos ya no están en peligro de extinción. Finalmente Tokio se encuentra en paz... o al menos eso parece, porque el misterio sigue latente. Nadie sabe quién era ""Amigo"" ni de dónde venía. La única pista se encuentra escondida en lo profundo de sus recuerdos... de los recuerdos de Kenji, el héroe. Llegó el momento de abrir la caja de Pandora para ver lo que quedó en el fondo."|978-6-075-28887-1|1|FALSE
21st Century Boys #2|2|2|/panini-manga-mx/21st-century-boys/21st-century-boys-02.jpg|194|99|MXN|2017-04-26|"Finalmente, la historia llegó a su clímax. La raza humana está en crisis. Kenji está angustiado tratando de salvar el mundo y a la gente que ama. También debe resolver el misterio de ""Amigo"". ¿Quién es ""Amigo""? ¿Por qué se volvió malo? La respuesta está conectada con un recuerdo de Kenji de cuando era un niño del siglo XX."|978-6-075-48596-6|1|FALSE
