NAME|KEY|NUMBER|COVER|PAGES|PRINTED_PRICE|CURRENCY|RELEASE_DATE|SHORT_REVIEW|ISBN10|EDITION|VARIANT
Neon Genesis Evangelion - Collector's Edition #1|1|1|/panini-manga-mx/neon-genesis-evangelion-collectors-edition/neon-genesis-evangelion-collectors-edition-01.jpg|336|359.0|MXN|2023-11-01|Al inicio del nuevo milenio la raza humana sufrió una catástrofe conocida como el Segundo Impacto, la cual aniquiló a la mitad de la población mundial. En 2015, justo cuando la labor de restauración de la humanidad comienza a rendir frutos, aparecen unos seres enormes que provocan total devastación a su paso: los ángeles. Como último recurso para defenderse, el hombre crea a los EVAs, las únicas armas capaces de hacerle frente al enemigo. Tres jóvenes son elegidos para pilotarlos; Shinji Ikari es uno de ellos, pero su primer contacto con la terrible amenaza y un EVA es demasiado abrumador para él. ¿Será el indicado para cargar el destino del planeta?|978-6-076-36904-3|1|false
