NAME|KEY|NUMBER|COVER|PAGES|PRINTED_PRICE|CURRENCY|RELEASE_DATE|SHORT_REVIEW|ISBN10|EDITION|VARIANT
What a Wonderful World! (Subarashii Sekai) #1|1|1|/panini-manga-mx/what-a-wonderful-world/what-a-wonderful-world-01.jpg|208|199.0|MXN|2022-08-31|What a wonderful world reúne diversas historias cortas sobre la vida citadina en Japón. Personajes ordinarios a los que les suceden cosas extraordinarias: una chica harta de su vida rutinaria se reencuentra con su emocionante pasado a partir de un accidente; una adolescente reservada tiene un encuentro cercano con la muerte; un criminal y su rehén terminan formando un extraño vínculo; un grupo de rechazados de la universidad entablan amistad con un hombre que no parece del todo cuerdo. A través de nueve relatos diferentes, nos asomamos tanto a las miserias y absurdos de la vida moderna como a sus dimensiones más mágicas e inesperadas|978-6-076-36331-7|1|false
