NAME|KEY|NUMBER|COVER|PAGES|PRINTED_PRICE|CURRENCY|RELEASE_DATE|SHORT_REVIEW|ISBN10|EDITION|VARIANT
Black Paradox|1|1|/panini-manga-mx/black-paradox/black-paradox.jpg|248|129|MXN|2020-02-09|"Caminar hacia la muerte para encontrar la vida; trabajar por una gran vida y enfrentar los límites y la destrucción: he aquí la paradoja que Junji Ito nos presenta de manera oscura y magistral. Todo inicia con cuatro individuos cuyas existencias se entrelazan al intentar cometer juntos su suicidio. Aquel que lo logra y quienes no lo consiguen deben, de una u otra forma, seguir adelante. Y todo, por ""el bien de la humanidad""."|978-6076347584|1|FALSE
