NAME|KEY|NUMBER|COVER|PAGES|PRINTED_PRICE|CURRENCY|RELEASE_DATE|SHORT_REVIEW|ISBN10|EDITION|VARIANT
World of Warcraft Manga: Mago|1|1|/panini-manga-mx/world-of-warcraft-mago/world-of-warcraft-mago.jpg|175|99|MXN|2019-06-26|Aodhan procede de una familia de guerreros, pero él no tiene ni la fuerza ni la destreza para luchar; así que decide convertirse en Mago, por inspiración de su tío Crevan a quien no ve desde hace tiempo, y se integra a la ciudad mágica de Dalaran para estudiar todo sobre ese arte. Sin embargo, una hueste de dragones azules ataca la ciudad flotante y una voz llama la atención de Aodhan para convertirlo, definitivamente, en un héroe capaz de hacer los hechizos más complicados, pero, ¿a qué precio? Hace falta algo más que conocimiento y voluntad para ser un gran mago.|000-0000000000|1|FALSE
