NAME|KEY|NUMBER|COVER|PAGES|PRINTED_PRICE|CURRENCY|RELEASE_DATE|SHORT_REVIEW|ISBN10|EDITION|VARIANT
Ataque de los Titanes: Outside|1|1|/panini-manga-mx/ataque-de-los-titanes-outside/ataque-de-los-titanes-outside.jpg|192|109|MXN|2019-05-01|El mundo de Ataque de los Titanes es fascinante y extenso; por supuesto, una guía no era suficiente. En este segundo tomo encontrarás información exhaustiva acerca de la creación del manga, pues contiene una entrevista a fondo con el maestro Isayama; además, incluye una actualización de la guía de personajes del tomo uno, bocetos especiales directo de la pluma del maestro, entrevistas imaginarias con tus personajes favoritos y, por si fuera poco, ¡el tomo único de Ataque de los Titanes, el capítulo inédito de 54 páginas que antecede al manga como lo conocemos! Y también podrás llevar el poder de los titanes hasta tu escritorio con un modelo de papel del Titán Colosal. ¡No te lo pierdas!|978-6-075-48662-8|1|FALSE
