NAME|KEY|NUMBER|COVER|PAGES|PRINTED_PRICE|CURRENCY|RELEASE_DATE|SHORT_REVIEW|ISBN10|EDITION|VARIANT
Dororon! Okuni-chan #1|1|1|/mangaline-mx/dororon-okuni-chan/dororon-okuni-chan-01.jpg|192|129.0|MXN|2022-02-21|¡El poder femenino es justicia!|978-6079968212|1|false
Dororon! Okuni-chan #2|2|2|/mangaline-mx/dororon-okuni-chan/dororon-okuni-chan-02.jpg|192|129.0|MXN|2022-05-24|Tras el ataque de demonios al mundo humano, la sexta reina demonio (Six) emite la alerta a Okuni-chan, una estudiante de segundo año de de secundaria, para combatirlos a cambio de obtener poder femenino.|978-6079983208|1|false
