PUBLISHER|TITLE|NAME|KEY|COVER|DEMOGRAPHY|FORMAT|TYPE|FREQUENCY|STATUS|TOTAL_ISSUES|RELEASE_DATE|GENRES|AUTHORS|WHAKOOM URL|PUBLISHER URL
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfbc|Ataque de los Titanes: No Regrets|ataque-de-los-titanes-no-regrets|-|Shōnen|Tankōbon|manga|monthly|completed|2|2016-07-06|Action, Dark Fantasy, Post-Apocalyptic|Writer: Gun Snark; Illustrator: Hikaru Suruga|/ediciones/400835/ataque_de_los_titanes_no_regrets-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfbd|Ataque de los Titanes: Inside|ataque-de-los-titanes-inside|-|Guide|Tankōbon|manga|one-shot|completed|1|2019-02-06|Action, Dark Fantasy, Post-Apocalyptic|Author: Hajime Isayama|/ediciones/526166/ataque_de_los_titanes_inside-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfbe|Ataque de los Titanes: Outside|ataque-de-los-titanes-outside|-|Guide|Tankōbon|manga|one-shot|completed|1|2016-08-25|Action, Dark Fantasy, Post-Apocalyptic|Author: Hajime Isayama|/ediciones/526167/ataque_de_los_titanes_outside-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfbf|Ataque de los Titanes: Lost Girls|ataque-de-los-titanes-lost-girls|-|Shōnen|Tankōbon|manga|monthly|completed|2|2019-05-08|Action, Dark Fantasy, Post-Apocalyptic|Author: Ryōsuke Fuji|/ediciones/529377/ataque_de_los_titanes_lost_girls-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfc0|Atelier Of Witch Hat|atelier-of-witch-hat|-|Seinen|Tankōbon|manga|quarterly|ongoing|9|2020-03-11|Fantasy|Author: Kamome Shirahama|/ediciones/571189/atelier_of_witch_hat-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=ATELIER+OF+WITCH&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfc1|Atom: The Beginning|atom-the-beginning|-|Seinen|Tankōbon|manga|bimonthly|ongoing|16|2019-01-30|Science Fiction|Writer: Tezuka Productions (cooperation), Makoto Tezuka (supervision), Masami Yuki (concept works); Illustrator: Tetsurō Kasahara|/ediciones/524704/atom_the_beginning-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=109-154&product_list_order=name&q=ATOM%3A+THE+BEGINNING
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfc2|Bakemonogatari|bakemonogatari|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|15|2020-12-02|Paranormal, Urban Fantasy|Writer: Nisio Isin; Illustrator: Oh! Great|/ediciones/594523/bakemonogatari-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=BAKEMONOGATARI&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfc3|Bakuman|bakuman|-|Shōnen|Tankōbon|manga|monthly|completed|20|2015-03-11|Comedy, Coming-of-Age, Slice of Life|Writer: Tsugumi Ohba; Illustrator: Takeshi Obata|/ediciones/379812/bakuman-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfc4|Banana Fish|banana-fish|-|Shōjo|Tankōbon|manga|bimonthly|completed|19|2020-07-22|Drama, Thriller|Author: Akimi Yoshida|/ediciones/572448/banana_fish-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfc5|Beastars|beastars|-|Shōnen|Tankōbon|manga|bimonthly|completed|18|2019-03-13|Coming-of-Age, Drama, Fantasy|Author: Paru Itagaki|/ediciones/525835/beastars-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=BEASTARS&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfc6|Berserk|berserk|-|Seinen|Tankōbon|manga|bimonthly|ongoing|41|2014-09-29|Dark Fantasy, Epic Fantasy, Sword and Sorcery|Author: Kentaro Miura|/ediciones/354937/berserk-rustica/todos|/catalogsearch/result/index/?price=99-99&product_list_order=name&q=BERSERK
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfc7|Berserk: Guia Oficial|berserk-guia-oficial|-|Guide|Tankōbon|manga|one-shot|completed|1|2019-05-08|Guide|Author: Kentaro Miura|/ediciones/531257/berserk_guia_oficial-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfc8|Bestiarius|bestiarius|-|Shōnen|Tankōbon|manga|bimonthly|completed|7|2017-09-27|Heroic Fantasy, Historical|Author: Masasumi Kakizaki|/ediciones/484896/bestiarius-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfc9|Black Bird|black-bird|-|Shōjo|Tankōbon|manga|monthly|completed|18|2017-01-18|Dark Fantasy, Romance|Author: Kanoko Sakurakoji|/ediciones/408722/black_bird-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfca|Black Butler|black-butler|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|31|2017-11-01|Dark Comedy, Dark Fantasy, Supernatural|Author: Yana Toboso|/ediciones/489300/black_butler-rustica/todos|/catalogsearch/result/index/?q=Black+butler&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfcb|Black Clover|black-clover|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|24|2018-02-21|Adventure, Fantasy|Author: Yūki Tabata|/ediciones/502644/black_clover-rustica/todos|/catalogsearch/result/index/?price=99-166&product_list_order=name&q=black+clover
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfcc|Black Paradox|black-paradox|-|Seinen|Tankōbon|manga|one-shot|completed|1|2020-09-02|Horror|Author: Junji Ito|/ediciones/572442/black_paradox-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfcd|Blade of the Immortal|blade-of-the-immortal|-|Seinen|Shinsōban|manga|quarterly|completed|15|2018-03-28|Dark Fantasy, Epic Fantasy, Historical Fantasy|Author: Hiroaki Samura|/ediciones/502710/blade_of_the_immortal-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfce|Blame!|blame|-|Seinen|Tankōbon|manga|bimonthly|completed|6|2019-03-27|Action, Cyberpunk, Post-Apocalyptic|Author: Tsutomu Nihei|/ediciones/527791/blame_-_master_edition-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfcf|Bleach|bleach|-|Shōnen|Tankōbon|manga|monthly|completed|74|2015-06-03|Adventure, Supernatural|Author: Tite Kubo|/ediciones/381389/bleach-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfd0|Blood Lad|blood-lad|-|Seinen|Tankōbon|manga|monthly|completed|17|2016-07-12|Action, Dark Comedy, Vampire|Author: Yuuki Kodama|/ediciones/402362/blood_lad-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfd1|Bloom Into You|bloom-into-you|-|Shōnen|Tankōbon|manga|monthly|completed|8|2021-07-21|Yuri, Romance|Author: Nio Nakatani|/ediciones/608500/bloom_into_you-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfd2|Blue Exorcist|blue-exorcist|-|Shōnen|Tankōbon|manga|monthly|ongoing|27|2016-01-13|Adventure, Dark Fantasy|Author: Kazue Kato|/ediciones/397587/blue_exorcist-rustica/todos|/catalogsearch/result/index/?product_list_order=name&q=blue+exorcist
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfd3|Boruto|boruto|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|10|2020-07-17|Adventure, Fantasy|Writer: Ukyō Kodachi (#1–13), Masashi Kishimoto (#14–); Illustrator: Mikio Ikemoto|/ediciones/571200/boruto_naruto_next_generations-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=boruto&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfd4|Btooom!|btooom|-|Seinen|Tankōbon|manga|monthly|completed|26|2017-12-06|Action, Survival|Author: Junya Inoue|/ediciones/490042/btooom-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfd5|Bungo Stray Dogs|bungo-stray-dogs|-|Seinen|Tankōbon|manga|bimonthly|ongoing|21|2018-01-24|Action, Mystery, Supernatural|Writer: Kafka Asagiri; Illustrator: Sango Harukawa|/ediciones/501784/bungo_stray_dogs-rustica/todos|/catalogsearch/result/index/?product_list_order=name&q=Bungo+Stray+Dogs
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfd6|Burn The Witch|burn-the-witch|-|Shōnen|Tankōbon|manga|one-shot|completed|1|2021-11-10|Action, Fantasy|Author: Tite Kubo|/ediciones/615964/burn_the_witch-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfd7|Captain Tsubasa|captain-tsubasa|-|Shōnen|Tankōbon|manga|monthly|completed|37|2017-03-15|Sports|Author: Yōichi Takahashi|/ediciones/410474/captain_tsubasa_super_campeones-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfd8|Chainsaw Man|chainsaw-man|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|11|2021-03-21|Action, Comedy Horror, Dark Fantasy|Author: Tatsuki Fujimoto|/ediciones/599462/chainsaw_man-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=chainsaw+man&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfd9|City Hunter|city-hunter|-|Shōnen|Kanzenban|manga|bimonthly|ongoing|32|2019-07-24|Action, Detective Comedy|Author: Tsukasa Hojo|/ediciones/552232/city_hunter-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=249-312&product_list_order=name&q=city+hunter
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfda|Claymore|claymore|-|Shōnen|Tankōbon|manga|monthly|ongoing|27|2021-05-19|Adventure, Dark Fantasy, Sword and Sorcery|Author: Norihiro Yagi|/ediciones/605157/claymore-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?product_list_order=name&q=claymore
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfdb|Cowa!|cowa|-|Shōnen|Tankōbon|manga|one-shot|completed|1|2020-06-24|Adventure, Comedy, Supernatural|Author: Akira Toriyama|/ediciones/572367/cowa-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfdc|Defense Devil|defense-devil|-|Shōnen|Tankōbon|manga|monthly|completed|10|2014-09-14|Action, Adventure, Comedy, Mystery, Sobrenatural|Writer: Youn In-wan; Illustrator: Yang Kyung-il|/ediciones/354946/defense_devil-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfdd|Death Note|death-note|-|Shōnen|Tankōbon|manga|monthly|completed|12|2017-02-17|Mystery, Psychological Thriller, Supernatural Thriller|Writer: Tsugumi Ohba; Illustrator: Takeshi Obata|/ediciones/398348/death_note-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfde|Death Note Short Stories|death-note-short-stories||Shōnen|Tankōbon|manga|one-shot|completed|1|2022-03-09|Mystery, Psychological Thriller, Supernatural Thriller|Writer: Tsugumi Ohba; Illustrator: Takeshi Obata|/ediciones/617137/death_note_compilacion_de_historias_cortas-rustica_con_sobrecubierta_portada_a_color_interiores_en_blanco_y_negro_isbn_9786075689517|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfdf|Dorohedoro|dorohedoro|-|Seinen|Tankōbon|manga|monthly|ongoing|23|2021-10-13|Action, Dark Fantasy, Science Fantasy|Author: Q Hayashida|/ediciones/611369/dorohedoro-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=dorohedoro&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfe0|Dr. Slump|dr-slump|-|Shōnen|Tankōbon|manga|monthly|completed|18|2020-11-11|Science Fiction Comedy|Author: Akira Toriyama|/ediciones/575212/dr_slump-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfe1|Dr. Stone|dr-stone|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|24|2017-06-12|Adventure, Post-Apocalyptic, Science Fiction|Writer: Riichiro Inagaki; Illustrator: Boichi|/ediciones/529461/dr_stone-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Dr+stone&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfe2|Dragon Ball|dragon-ball|-|Shōnen|Tankōbon|manga|monthly|completed|42|2015-04-29|Adventure, Comic Fantasy, Martial Arts|Author: Akira Toriyama|/ediciones/380702/dragon_ball-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfe3|Dragon Ball [Kanzenban]|dragon-ball-kanzenban|-|Shōnen|Kanzenban|manga|bimonthly|completed|17|2018-11-21|Adventure, Comic Fantasy, Martial Arts|Author: Akira Toriyama|/ediciones/565324/dragon_ball_-_ultimate_edition-rustica/todos|/catalogsearch/result/index/?price=249-316&q=DRAGON+BALL&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfe4|Dragon Ball Super|dragon-ball-super|-|Shōnen|Tankōbon|manga|biweekly|ongoing|34|2019-10-21|Adventure, Comic Fantasy, Martial Arts|Author: Akira Toriyama|/ediciones/510546/dragon_ball_super-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=109-130&product_list_order=name&publication_type_description=Tankobon&q=dragon+ball+super
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfe5|Kutei Dragons|kutei-dragons|-|Seinen|Tankōbon|manga|bimonthly|completed|11|2020-02-20|Adventure, Cooking, Fantasy|Author: Taku Kuwabara|/ediciones/567930/kutei_dragons_dragones_voladores-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfe6|Edens Zero|edens-zero|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|19|2020-02-12|Adventure, Science Fantasy|Author: Hiro Mashima|/ediciones/568036/edens_zero-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=edens+zero&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfe7|El marido de mi hermano|el-marido-de-mi-hermano|-|Seinen|Tankōbon|manga|bimonthly|completed|4|2019-09-25|Drama|Author: Gengoroh Tagame|/ediciones/552971/el_marido_de_mi_hermano-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfe8|Erased|erased|-|Seinen|Tankōbon|manga|bimonthly|completed|9|2019-07-10|Mystery, Science Fiction, Thriller|Author: Kei Sanbe|/ediciones/552231/erased_boku_dake_ga_inai_machi-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfe9|Fairy Tail|fairy-tail|-|Shōnen|Tankōbon|manga|monthly|completed|63|2014-11-01|Adventure, Fantasy|Author: Hiro Mashima|/ediciones/356397/fairy_tail-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfea|Fairy Tail: 100 Years Quest|fairy-tail-100-years-quest|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|10|2020-11-25|Adventure, Fantasy|Author: Hiro Mashima|/ediciones/589599/fairy_tail_100_years_quest-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=119-297&q=Fairy+Tail+100+Years+Quest&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfeb|Fate Stay Night|fate-stay-night|-|Shōnen|Tankōbon|manga|monthly|completed|20|2018-12-18|Dark Fantasy|Author: Datto Nishiwaki|/ediciones/524247/fate_stay_night-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfec|Fire Force (Enen no Shouboutai)|fire-force|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|33|2018-06-20|Adventure, Dark Fantasy, Science Fantasy|Author: Atsushi Ohkubo|/ediciones/507521/fire_force-rustica/todos|/catalogsearch/result/index/?price=99-209&product_list_order=name&q=fire+force
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfed|Fire Punch|fire-punch|-|Shōnen|Tankōbon|manga|bimonthly|completed|8|2018-10-24|Dark Fantasy, Dystopian, Supernatural Thriller|Author: Tatsuki Fujimoto|/ediciones/512114/fire_punch-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfee|Food Wars (Shokugeki no Soma)|food-wars|-|Shōnen|Tankōbon|manga|monthly|completed|36|2017-11-01|Comedy, Cooking, Slice of Life|Writer: Yūto Tsukuda; Illustrator: Shun Saeki|/ediciones/489016/food_wars_shokugeki_no_soma-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfef|Fruits Basket|fruits-basket|-|Shōjo|Aizōban|manga|bimonthly|completed|12|2020-03-18|Romantic Comedy, Slice of Life, Supernatural|Author: Natsuki Takaya|/ediciones/571195/fruits_basket_-_collectors_edition-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdff0|FullMetal Alchemist|fullmetal-alchemist|-|Shōnen|Tankōbon|manga|monthly|completed|27|2015-11-25|Adventure, Dark Fantasy, Steampunk|Author: Hiromu Arakawa|/ediciones/396668/fullmetal_alchemist-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdff1|Fumetsu no Anata e (To Your Eternity)|to-your-eternity|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|16|2020-01-22|Fantasy|Author: Yoshitoki Ōima|/ediciones/567917/to_your_eternity-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=to+your+eternity&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdff2|Game|game|-|Josei|Tankōbon|manga|bimonthly|completed|4|2019-02-14|Drama, Romance|Author: Mai Nishikata|/ediciones/552226/game_juego_prohibido-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdff3|Gantz|gantz|-|Seinen|Tankōbon|manga|monthly|completed|37|2015-09-16|Action, Psychological Horror, Psychological Thriller, Science Fiction|Author: Hiroya Oku|/ediciones/394324/gantz-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdff4|Ghost in the Shell|ghost-in-the-shell|-|Seinen|Tankōbon|manga|quarterly|completed|3|2017-04-05|Cyberpunk|Author: Masamune Shirow|/ediciones/410855/the_ghost_in_the_shell-rustica_con_solapas/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdff5|Gigant|gigant|-|Seinen|Tankōbon|manga|bimonthly|completed|10|2020-08-12|Science Fiction|Author: Hiroya Oku|/ediciones/572555/gigant-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?author=Hiroya+Oku&price=119-144&publication_type_description=Tankobon&q=GIGANT+N.
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdff6|Gigantomaquia|gigantomaquia|-|Seinen|Tankōbon|manga|one-shot|completed|1|2019-07-24|Action, Fantasy|Author: Kentaro Miura |/ediciones/552229/gigantomaquia-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdff7|Given|given|-|Josei|Tankōbon|manga|bimonthly|ongoing|7|2020-10-21|Boys Love, Drama, Romance|Author: Natsuki Kizu|/ediciones/588256/given-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=119-140&q=given&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdff8|Goblin Slayer|goblin-slayer|-|Seinen|Tankōbon|manga|bimonthly|ongoing|15|2021-04-28|Dark Fantasy|Author: Kumo Kagyu|/ediciones/603106/goblin_slayer-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=goblin+slayer&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdff9|Golden Kamuy|golden-kamuy|-|Seinen|Tankōbon|manga|bimonthly|ongoing|28|2019-05-08|Adventure, Historical, Japanese-style Western|Author: Satoru Noda|/ediciones/529330/golden_kamuy-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=109-184&product_list_order=name&q=golden+kamui
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdffa|Granblue Fantasy|granblue-fantasy|-|Shōnen|Tankōbon|manga|bimonthly|completed|7|2020-02-05|Adventure, Fantasy|Author: Makoto Fūgetsu|/ediciones/567972/granblue_fantasy-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdffb|Ultramarine Magmell|ultramarine-magmell|-|Shōnen|Tankōbon|manga|bimonthly|completed|8|2019-11-27|Adventure, Fantasy|Author: Dainenbyo|/ediciones/564881/ultramarine_magmell-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdffc|Gyo|gyo|-|Seinen|Tankōbon|manga|bimonthly|completed|2|2018-09-26|Horror, Supernatural|Author: Junji Ito|/ediciones/510824/gyo-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdffd|Hell's Paradise|hells-paradise|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|13|2021-06-16|Action, Dark Fantasy, Psychological Thriller|Author: Yuji Kaku|/ediciones/602590/hells_paradise-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Hells+paradise&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdffe|Hideout|hideout|-|Seinen|Tankōbon|manga|one-shot|completed|1|2021-12-01|Psychological Horror|Author: Masasumi Kakizaki|/ediciones/616001/hideout-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27cdfff|High School DxD|high-school-dxd|-|Shōnen|Tankōbon|manga|monthly|completed|11|2015-10-12|Comedy, Harem, Supernatural|Writer: Ichiei Ishibumi; Illustrator: Miyama-Zero|/ediciones/396067/high_school_dxd-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce000|Highschool Of The Dead|highschool-of-the-dead|-|Seinen|Tankōbon|manga|monthly|completed|7|2014-03-14|Action, Horror, Supernatural Thriller|Writer: Daisuke Satō; Illustrator: Shōji Satō|/ediciones/354939/highschool_of_the_dead-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce001|Highschool Of The Dead [Full Color Edition]|highschool-of-the-dead-full-color|-|Seinen|Tankōbon|manga|monthly|completed|7|2015-09-16|Action, Horror, Supernatural Thriller|Writer: Daisuke Satō; Illustrator: Shōji Satō|/ediciones/394325/highschool_of_the_dead_-_full_color_edition-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce002|Highschool Of The Head|highschool-of-the-head|-|Shōnen|Tankōbon|manga|one-shot|completed|1|2015-09-16|Action, Horror, Supernatural Thriller|Writer: Daisuke Satō; Illustrator: Shōji Satō|/ediciones/394207/highschool_of_the_head-rustica|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce003|Home, Sweet Home!|home-sweet-home|-|Seinen|Tankōbon|manga|bimonthly|completed|4|2018-08-15|Drama, Sci-Fi|Author: Yuu|/ediciones/509482/home_sweet_home-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce004|Hunter x Hunter|hunter-x-hunter|-|Shōnen|Tankōbon|manga|monthly|ongoing|36|2018-01-17|Adventure, Fantasy, Martial Arts|Author: Yoshihiro Togashi|/ediciones/491594/hunter_x_hunter-rustica/todos|/catalogsearch/result/index/?price=99-248&product_list_order=name&q=Hunter+x+hunter
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce005|I Am a Hero|i-am-a-hero|-|Seinen|Tankōbon|manga|monthly|completed|22|2015-01-21|Action, Horror, Psychological Thriller|Author: Kengo Hanazawa|/ediciones/378578/i_am_a_hero-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce006|Inazuma Eleven (Super Once)|inazuma-eleven|-|Shōnen|Tankōbon|manga|bimonthly|completed|10|2018-06-20|Sports|Author: Tenya Yabuno|/ediciones/510545/super_once_inazuma_eleven-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce007|InuYasha [Wideban]|inuyasha|-|Shōnen|Wide-ban|manga|monthly|completed|30|2018-09-15|Adventure, Fantasy, Romance|Author: Rumiko Takahashi|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce008|Inuyashiki|inuyashiki|-|Seinen|Tankōbon|manga|bimonthly|completed|10|2018-12-19|Body Horror, Science Fiction, Superhero|Author: Hiroya Oku|/ediciones/524246/inuyashiki-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce009|Isla de Perros|isla-de-perros|-|Seinen|Tankōbon|manga|one-shot|completed|1|2019-12-25|Suspense , Aventure|Author: Minetaro Mochizuki|/ediciones/564880/isla_de_perros-cartone_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce00a|Jaco: El patrullero galáctico|jaco|-|Shōnen|Tankōbon|manga|one-shot|completed|1|2020-12-02|Comedy, Science Fiction|Author: Akira Toriyama|/ediciones/590867/jaco_el_patrullero_galactico-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce00b|Jagaaan (Jagaaaaaan)|jagaaan|-|Seinen|Tankōbon|manga|bimonthly|completed|14|2019-10-09|Supernatural|Writer: Muneyuki Kaneshiro; Illustrator: Kensuke Nishida|/ediciones/564708/jagaaan-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=jagaaan&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce00c|Jibaku Shounen Hanako-kun|hanako-kun|-|Shōnen|Tankōbon|manga|monthly|ongoing|17|2021-04-14|Comedy, Supernatural|Author: AidaIro|/ediciones/603069/hanako-kun_y_los_misterios_de_la_academia_kamome-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Hanako+kun&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce00d|Jujutsu Kaisen|jujutsu-kaisen|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|18|2020-09-09|Adventure, Dark Fantasy, Supernatural|Author: Gege Akutami|/ediciones/589275/jujutsu_kaisen_contiendas_de_brujeria-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=109-199&product_list_order=name&q=jujutsu+kaisen
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce00e|Junjo Romantica|junjo-romantica|-|Shōjo|Tankōbon|manga|bimonthly|ongoing|25|2018-10-24|Boys Love|Author: Shungiku Nakamura|/ediciones/509521/junjo_romantica-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Junjo+Romantica&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce00f|Jojo's Bizarre Adventure - Parte 1: Phantom Blood|jojos-bizarre-adventure-phantom-blood|-|Shōnen|Bunkoban|manga|monthly|completed|3|2018-09-18|Adventure, Fantasy, Supernatural|Author: Hirohiko Araki|/ediciones/504857/jojos_bizarre_adventure_-_parte_1_phantom_blood-rustica_con_solapas/todos|-
