PUBLISHER|TITLE|NAME|KEY|COVER|DEMOGRAPHY|FORMAT|TYPE|FREQUENCY|STATUS|TOTAL_ISSUES|RELEASE_DATE|GENRES|AUTHORS|WHAKOOM URL|PUBLISHER URL
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce010|Jojo's Bizarre Adventure - Parte 2: Battle Tendency|jojos-bizarre-adventure-battle-tendency|-|Shōnen|Bunkoban|manga|monthly|completed|4|2018-10-24|Adventure, Fantasy, Supernatural|Author: Hirohiko Araki|/ediciones/511381/jojos_bizarre_adventure_-_parte_2_battle_tendency-rustica_con_solapas/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce011|Jojo's Bizarre Adventure - Parte 3: Stardust Crusaders|jojos-bizarre-adventure-stardust-crusaders|-|Shōnen|Bunkoban|manga|monthly|completed|10|2019-02-27|Adventure, Fantasy, Supernatural|Author: Hirohiko Araki|/ediciones/526698/jojos_bizarre_adventure_-_parte_3_stardust_crusaders-rustica_con_solapas/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce012|Jojo's Bizarre Adventure - Parte 4: Diamond Is Unbreakable|jojos-bizarre-adventure-diamond-is-unbreakable|-|Shōnen|Bunkoban|manga|monthly|completed|12|2019-12-25|Adventure, Fantasy, Supernatural|Author: Hirohiko Araki|/ediciones/569811/jojos_bizarre_adventure_-_parte_4_diamond_is_unbreakable-rustica_con_solapas/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce013|Jojo's Bizarre Adventure - Parte 5: Golden Wind|jojos-bizarre-adventure-golden-wind|-|Shōnen|Bunkoban|manga|monthly|completed|10|2021-04-21|Adventure, Fantasy, Supernatural|Author: Hirohiko Araki|/ediciones/605959/jojos_bizarre_adventure_-_parte_5_golden_wind-rustica_con_solapas/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce014|Jojo's Bizarre Adventure - Parte 6: Stone Ocean|jojos-bizarre-adventure-stone-ocean|-|Shōnen|Bunkoban|manga|monthly|ongoing|11|2022-02-16|Adventure, Fantasy, Supernatural|Author: Hirohiko Araki|/ediciones/621952/jojos_bizarre_adventure_-_parte_6_stone_ocean-rustica_con_solapas/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce015|Kaguya-sama: Love Is War|love-is-war|-|Seinen|Tankōbon|manga|bimonthly|ongoing|25|2020-09-02|Psychological, Romantic Comedy, Slice of Life|Author: Aka Akasaka|/ediciones/589682/kaguya-sama_love_is_war-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Love+Is+War&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce016|Kajika|kajika|-|Shōnen|Tankōbon|manga|one-shot|completed|1|2020-07-08|Adventure, Comedy|Author: Akira Toriyama|/ediciones/572554/kajika-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce017|Kanata no Astra|kanata-no-astra|-|Shōnen|Tankōbon|manga|bimonthly|completed|6|2020-06-10|Science Fiction|Author: Kenta Shinohara|/ediciones/571192/kanata_no_astra-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce018|Katekyo Hitman ¡Reborn!|katekyo-hitman-reborn|-|Shōnen|Tankōbon|manga|monthly|completed|42|2016-07-13|Adventure, Comedy, Supernatural|Author: Akira Amano|/ediciones/401507/katekyo_hitman_reborn-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce019|Katsura Akira|katsura-akira|-|Shōnen|Tankōbon|manga|one-shot|completed|1|2021-03-03|Action, Comedy, Fantasy, Sci-Fi|Writer: Akira Toriyama; Illustrator: Masakazu Katsura|/ediciones/590868/katsura_akira-rustica_con_sobrecubierta|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce01a|Kill la Kill|kill-la-kill|-|Seinen|Tankōbon|manga|monthly|completed|3|2016-04-27|Action, Comedy, Magical Girl|Author: Ryō Akizuki|/ediciones/399269/kill_la_kill-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce01b|Kimetsu no Yaiba|kimetsu-no-yaiba|-|Shōnen|Tankōbon|manga|monthly|completed|23|2020-03-01|Adventure, Dark Fantasy, Martial Arts|Author: Koyoharu Gotouge|/ediciones/570210/demon_slayer_kimetsu_no_yaiba-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce01c|Kimi ni Todoke|kimi-ni-todoke|-|Shōjo|Tankōbon|manga|monthly|completed|30|2016-06-08|Coming-of-Age, Romantic Comedy, Slice of Life|Author: Karuho Shiina|/ediciones/401092/kimi_ni_todoke_junto_a_ti-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce01d|Kimi Ga Koi Ni Oboreru|kimi-ga-koi-ni-oboreru|-|Yaoi|Tankōbon|manga|monthly|completed|3|2018-04-18|Drama, Romance, Boys Love|Author: Hinako Takanaga|/ediciones/505134/te_inundara_el_amor-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce01e|Kimi Ga Koi Ni Ochiru|kimi-ga-koi-ni-ochiru|-|Yaio|Tankōbon|manga|one-shot|completed|1|2018-02-21|Drama, Romance, Boys Love|Author: Hinako Takanaga|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce01f|Kingdom Hearts|kingdom-hearts|-|Shōnen|Tankōbon|manga|monthly|completed|4|2018-12-12|Adventure, Fantasy|Author: Shiro Amano|/ediciones/524244/kingdom_hearts-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce020|Knights of Sidonia|knights-of-sidonia|-|Seinen|Tankōbon|manga|monthly|completed|15|2016-09-01|Mecha, Space Opera|Author: Tsutomu Nihei|/ediciones/403691/knights_of_sidonia-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce021|Koe no Katachi (Una Voz Silenciosa - A Silent Voice)|a-silent-voice|-|Shōnen|Tankōbon|manga|bimonthly|completed|7|2018-03-07|Drama|Author: Yoshitoki Ōima|/ediciones/502643/a_silent_voice-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce022|Kuroko no Basket|kuroko-no-basket|-|Shōnen|Tankōbon|manga|monthly|completed|30|2018-02-28|Comedy, Sports|Author: Tadatoshi Fujimaki|/ediciones/503681/kuroko_no_basket-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce023|La Bella y la Bestia|la-bella-y-la-bestia|-|Shōjo|Tankōbon|manga|monthly|completed|2|2018-09-26|Fantasy, Romance|Author: Mallory Reaves|/ediciones/510825/disney_la_bella_y_la_bestia-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce024|La Rosa y la Bestia|la-rosa-y-la-bestia|-|Shōjo|Tankōbon|manga|bimonthly|completed|10|2019-09-18|Romance|Author: Miwako Sugiyama|/ediciones/552959/la_rosa_y_la_bestia-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce025|Las Quintillizas (Go-toubun no Hanayome)|las-quintillizas|-|Shōnen|Tankōbon|manga|bimonthly|completed|14|2019-12-18|Harem, Romantic Comedy|Author: Negi Haruba|/ediciones/566753/las_quintillizas_go-toubun_no_hanayome-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce026|Little Witch Academia|little-witch-academia|-|Seinen|Tankōbon|manga|bimonthly|completed|3|2018-08-29|Coming-of-Age, Magical Fantasy, Magical Girl|Author: Terio Teri|/ediciones/506108/little_witch_academia-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce027|Lone Wolf|lone-wolf|-|Seinen|Bunkoban|manga|monthly|completed|26|2019-01-09|Epic|Writer: Kazuo Koike; Illustrator: Goseki Kojima|/ediciones/525710/lobo_solitario-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce028|Love Hina|love-hina|-|Shōnen|Shinsōban|manga|bimonthly|completed|7|2019-04-24|Harem, Romantic Comedy, Slice of Life|Author: Ken Akamatsu|/ediciones/527790/love_hina-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce029|Love Stage|love-stage|-|Yaoi|Tankōbon|manga|bimonthly|completed|7|2018-05-30|Romantic Comedy, Boys Love|Writer: Eiki Eiki; Illustrator: Taishi Zaō|/ediciones/489584/love_stage-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce02a|Lovely Complex|lovely-complex|-|Shōjo|Tankōbon|manga|bimonthly|ongoing|17|2020-08-19|Romantic Comedy|Author: Aya Nakahara|/ediciones/574941/lovely_complex-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?q=Lovely+Complex&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce02b|Made In Abyss|made-in-abyss|-|Seinen|Tankōbon|manga|bimonthly|completed|10|2019-02-19|Adventure, Dark Fantasy, Science Fiction|Author: Akihito Tsukushi|/ediciones/526168/made_in_abyss-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce02c|Magi (The Labyrinth Of Magi)|magi|-|Shōnen|Tankōbon|manga|monthly|completed|37|2017-02-15|Adventure, Coming-of-Age, Fantasy|Author: Shinobu Ohtaka|/ediciones/409621/magi-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce02d|Marry Grave|marry-grave|-|Shōnen|Tankōbon|manga|monthly|completed|5|2020-07-01|Dark Fantasy|Author: Hidenori Yamaji|/ediciones/572441/marry_grave-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce02e|Mao|mao|-|Shōnen|Tankōbon|manga|bimonthly|ongoing|12|2021-06-16|Adventure, Dark Fantasy, Supernatural|Author: Rumiko Takahashi|/ediciones/608176/mao-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=119-219&q=mao&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce02f|Mob Psycho 100|mob-psycho-100|-|Shōnen|Tankōbon|manga|bimonthly|completed|16|2019-09-25|Action, Comedy, Supernatural|Author: One|/ediciones/552957/mob_psycho_100-rustica_con_sobrecubierta/todos|/catalogsearch/result/index/?price=109-269&product_list_order=name&q=Mob+Psycho+100
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce030|Monster|monster|-|Seinen|Kanzenban|manga|bimonthly|completed|9|2018-10-24|Crime, Mystery, Psychological Thriller|Author: Naoki Urasawa|/ediciones/505514/monster_-_edicion_kanzenban-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce031|My Hero Academia|my-hero-academia|-|Shōnen|Tankōbon|manga|monthly|ongoing|33|2016-09-14|Adventure, Science Fantasy, Superhero|Author: Kōhei Horikoshi|/ediciones/404550/my_hero_academia-rustica/todos|/catalogsearch/result/index/?price=99-839&product_list_order=name&q=My+hero+academia
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce032|My Little Monster|my-little-monster|-|Shōjo|Tankōbon|manga|bimonthly|completed|13|2018-03-14|Romantic Comedy|Author: Robico|/ediciones/502887/my_little_monster-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce033|Naruto|naruto|-|Shōnen|Tankōbon|manga|monthly|completed|72|2014-12-03|Adventure, Fantasy Comedy, Martial Arts|Author: Masashi Kishimoto|/ediciones/367407/naruto-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce034|Naruto Gaiden|naruto-gaiden|-|Shōnen|Tankōbon|manga|one-shot|completed|1|2021-08-11|Adventure, Fantasy Comedy, Martial Arts|Author: Masashi Kishimoto|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce035|Naruto Rin No Sho|naruto-rin-no-sho|-|Guide|Tankōbon|manga|one-shot|completed|1|2020-10-18|Guide|Author: Masashi Kishimoto|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce036|Naruto Hyo no Sho|naruto-hyo-no-sho|-|Guide|Tankōbon|manga|one-shot|completed|1|2021-07-07|Guide|Author: Masashi Kishimoto|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce037|Naruto Tou No Cho|naruto-tou-no-cho|-|Guide|Tankōbon|manga|one-shot|completed|1|2021-12-01|Guide|Author: Masashi Kishimoto|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce038|Nisekoi|nisekoi|-|Shōnen|Tankōbon|manga|monthly|completed|25|2016-06-22|Harem, Romantic Comedy|Author: Naoshi Komi|/ediciones/401508/nisekoi-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce039|Negima!|negima|-|Shōnen|Tankōbon|manga|monthly|completed|19|2019-02-06|Adventure, Fantasy, Harem|Author: Ken Akamatsu|/ediciones/524703/negima-rustica_con_sobrecubierta/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce03a|Nekomajin|nekomajin|-|Shōnen|Tankōbon|manga|one-shot|completed|1|2020-08-05|Comedy, Martial Arts|Author: Akira Toriyama|-|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce03b|Neon Genesis Evangelion|neon-genesis-evangelion|-|Seinen|Tankōbon|manga|monthly|completed|14|2016-07-13|Apocalyptic, Mecha, Psychological Drama|Author: Yoshiyuki Sadamoto|/ediciones/402361/neon_genesis_evangelion-rustica/todos|-
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce03c|Noragami|noragami|-|Shōnen|Tankōbon|manga|monthly|ongoing|24|2017-07-26|Action, Supernatural, Urban Fantasy|Author: Adachitoka|/ediciones/485670/noragami-rustica/todos|/catalogsearch/result/index/?q=Noragami&product_list_order=name
6313cd63e79ac634c6e80cca|637acaa6a9208d5cf27ce03d|Omoi Omoware Furi Furare (FuriFura: Amores y Desengaños)|furifura|-|Shōjo|Tankōbon|manga|monthly|completed|12|2019-05-01|Coming-of-Age, Drama, Romance|Author: Io Sakisaka|/ediciones/529264/furifura_amores_y_desenganos-rustica_con_sobrecubierta/todos|-
